"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","HID Data","Info"
"1375","1.032613","7.3.1","host","USB","72","","00000400ffff0000","URB_INTERRUPT in"
"1377","1.033612","7.3.1","host","USB","72","","00000600ffff0000","URB_INTERRUPT in"
"1379","1.034613","7.3.1","host","USB","72","","00000400ffff0000","URB_INTERRUPT in"
"1381","1.035612","7.3.1","host","USB","72","","00000300ffff0000","URB_INTERRUPT in"
"1383","1.036612","7.3.1","host","USB","72","","0000040000000000","URB_INTERRUPT in"
"1385","1.037612","7.3.1","host","USB","72","","0000050000000000","URB_INTERRUPT in"
"1387","1.038613","7.3.1","host","USB","72","","00000300ffff0000","URB_INTERRUPT in"
"1389","1.039613","7.3.1","host","USB","72","","0000040000000000","URB_INTERRUPT in"
"1391","1.040612","7.3.1","host","USB","72","","0000030000000000","URB_INTERRUPT in"
"1393","1.041613","7.3.1","host","USB","72","","00000500ffff0000","URB_INTERRUPT in"
"1395","1.042613","7.3.1","host","USB","72","","0000030000000000","URB_INTERRUPT in"
"1397","1.043613","7.3.1","host","USB","72","","0000030000000000","URB_INTERRUPT in"
"1399","1.044613","7.3.1","host","USB","72","","0000030000000000","URB_INTERRUPT in"
"1401","1.045613","7.3.1","host","USB","72","","0000030000000000","URB_INTERRUPT in"
"1403","1.046613","7.3.1","host","USB","72","","00000200ffff0000","URB_INTERRUPT in"
"1405","1.047613","7.3.1","host","USB","72","","0000030000000000","URB_INTERRUPT in"
"1407","1.048613","7.3.1","host","USB","72","","0000020000000000","URB_INTERRUPT in"
"1409","1.049613","7.3.1","host","USB","72","","0000020000000000","URB_INTERRUPT in"
"1411","1.050613","7.3.1","host","USB","72","","0000020000000000","URB_INTERRUPT in"
"1413","1.051613","7.3.1","host","USB","72","","0000020000000000","URB_INTERRUPT in"
"1415","1.052613","7.3.1","host","USB","72","","0000020000000000","URB_INTERRUPT in"
"1417","1.053613","7.3.1","host","USB","72","","0000020000000000","URB_INTERRUPT in"
"1419","1.054613","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"1421","1.055613","7.3.1","host","USB","72","","0000020000000000","URB_INTERRUPT in"
"1423","1.056616","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"1425","1.057613","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"1427","1.058613","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"1429","1.059613","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"1431","1.060613","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"1433","1.062613","7.3.1","host","USB","72","","0000010000000000","URB_INTERRUPT in"
"1435","1.998666","7.3.1","host","USB","72","","0000ffffffff0000","URB_INTERRUPT in"
"1437","2.000659","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1439","2.001645","7.3.1","host","USB","72","","00000000ffff0000","URB_INTERRUPT in"
"1441","2.002659","7.3.1","host","USB","72","","0000ffffffff0000","URB_INTERRUPT in"
"1443","2.003659","7.3.1","host","USB","72","","0000feffffff0000","URB_INTERRUPT in"
"1445","2.004659","7.3.1","host","USB","72","","0000ffffffff0000","URB_INTERRUPT in"
"1447","2.005659","7.3.1","host","USB","72","","0000ffffffff0000","URB_INTERRUPT in"
"1449","2.006659","7.3.1","host","USB","72","","0000ffffffff0000","URB_INTERRUPT in"
"1451","2.007659","7.3.1","host","USB","72","","0000fdffffff0000","URB_INTERRUPT in"
"1453","2.008659","7.3.1","host","USB","72","","0000ffffffff0000","URB_INTERRUPT in"
"1455","2.009659","7.3.1","host","USB","72","","0000fefffeff0000","URB_INTERRUPT in"
"1457","2.010645","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"1459","2.011644","7.3.1","host","USB","72","","0000fefffeff0000","URB_INTERRUPT in"
"1461","2.012644","7.3.1","host","USB","72","","0000feffffff0000","URB_INTERRUPT in"
"1463","2.013659","7.3.1","host","USB","72","","0000feffffff0000","URB_INTERRUPT in"
"1465","2.014659","7.3.1","host","USB","72","","0000fdfffeff0000","URB_INTERRUPT in"
"1467","2.015659","7.3.1","host","USB","72","","0000fcfffeff0000","URB_INTERRUPT in"
"1469","2.016660","7.3.1","host","USB","72","","0000feffffff0000","URB_INTERRUPT in"
"1471","2.017660","7.3.1","host","USB","72","","0000fcfffeff0000","URB_INTERRUPT in"
"1473","2.018660","7.3.1","host","USB","72","","0000fdffffff0000","URB_INTERRUPT in"
"1475","2.019659","7.3.1","host","USB","72","","0000fdffffff0000","URB_INTERRUPT in"
"1477","2.020660","7.3.1","host","USB","72","","0000fdfffeff0000","URB_INTERRUPT in"
"1479","2.021645","7.3.1","host","USB","72","","0000fdfffeff0000","URB_INTERRUPT in"
"1481","2.022645","7.3.1","host","USB","72","","0000fcffffff0000","URB_INTERRUPT in"
"1483","2.023645","7.3.1","host","USB","72","","0000fdfffeff0000","URB_INTERRUPT in"
"1485","2.024647","7.3.1","host","USB","72","","0000fbfffeff0000","URB_INTERRUPT in"
"1487","2.025660","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1489","2.026660","7.3.1","host","USB","72","","0000fafffdff0000","URB_INTERRUPT in"
"1491","2.027660","7.3.1","host","USB","72","","0000fcfffeff0000","URB_INTERRUPT in"
"1493","2.028660","7.3.1","host","USB","72","","0000fbffffff0000","URB_INTERRUPT in"
"1495","2.029660","7.3.1","host","USB","72","","0000fcfffeff0000","URB_INTERRUPT in"
"1497","2.030660","7.3.1","host","USB","72","","0000fbfffeff0000","URB_INTERRUPT in"
"1499","2.031660","7.3.1","host","USB","72","","0000fcfffeff0000","URB_INTERRUPT in"
"1501","2.032660","7.3.1","host","USB","72","","0000fbfffeff0000","URB_INTERRUPT in"
"1503","2.033645","7.3.1","host","USB","72","","0000feffffff0000","URB_INTERRUPT in"
"1505","2.034645","7.3.1","host","USB","72","","0000fbfffeff0000","URB_INTERRUPT in"
"1507","2.035645","7.3.1","host","USB","72","","0000fbfffeff0000","URB_INTERRUPT in"
"1509","2.036660","7.3.1","host","USB","72","","0000fbfffeff0000","URB_INTERRUPT in"
"1511","2.037660","7.3.1","host","USB","72","","0000fbfffeff0000","URB_INTERRUPT in"
"1513","2.038660","7.3.1","host","USB","72","","0000f6fffdff0000","URB_INTERRUPT in"
"1515","2.039660","7.3.1","host","USB","72","","0000fbfffdff0000","URB_INTERRUPT in"
"1517","2.040660","7.3.1","host","USB","72","","0000fafffeff0000","URB_INTERRUPT in"
"1519","2.041660","7.3.1","host","USB","72","","0000fafffeff0000","URB_INTERRUPT in"
"1521","2.042660","7.3.1","host","USB","72","","0000f9fffeff0000","URB_INTERRUPT in"
"1523","2.043660","7.3.1","host","USB","72","","0000fafffdff0000","URB_INTERRUPT in"
"1525","2.044660","7.3.1","host","USB","72","","0000fcffffff0000","URB_INTERRUPT in"
"1527","2.045646","7.3.1","host","USB","72","","0000f9fffdff0000","URB_INTERRUPT in"
"1529","2.046648","7.3.1","host","USB","72","","0000fafffeff0000","URB_INTERRUPT in"
"1531","2.047647","7.3.1","host","USB","72","","0000f9fffdff0000","URB_INTERRUPT in"
"1533","2.048647","7.3.1","host","USB","72","","0000f8fffeff0000","URB_INTERRUPT in"
"1535","2.049647","7.3.1","host","USB","72","","0000fafffeff0000","URB_INTERRUPT in"
"1537","2.050647","7.3.1","host","USB","72","","0000f8fffdff0000","URB_INTERRUPT in"
"1539","2.051647","7.3.1","host","USB","72","","0000f9fffeff0000","URB_INTERRUPT in"
"1541","2.052646","7.3.1","host","USB","72","","0000f9fffeff0000","URB_INTERRUPT in"
"1543","2.053647","7.3.1","host","USB","72","","0000fbfffeff0000","URB_INTERRUPT in"
"1545","2.054647","7.3.1","host","USB","72","","0000f8fffeff0000","URB_INTERRUPT in"
"1547","2.055647","7.3.1","host","USB","72","","0000f5fffcff0000","URB_INTERRUPT in"
"1549","2.056648","7.3.1","host","USB","72","","0000f8fffdff0000","URB_INTERRUPT in"
"1551","2.057648","7.3.1","host","USB","72","","0000f7fffeff0000","URB_INTERRUPT in"
"1553","2.058647","7.3.1","host","USB","72","","0000f8fffdff0000","URB_INTERRUPT in"
"1555","2.059647","7.3.1","host","USB","72","","0000f8fffeff0000","URB_INTERRUPT in"
"1557","2.060647","7.3.1","host","USB","72","","0000f4fffdff0000","URB_INTERRUPT in"
"1559","2.061647","7.3.1","host","USB","72","","0000f8fffdff0000","URB_INTERRUPT in"
"1561","2.062647","7.3.1","host","USB","72","","0000fbffffff0000","URB_INTERRUPT in"
"1563","2.063647","7.3.1","host","USB","72","","0000f5fffdff0000","URB_INTERRUPT in"
"1565","2.064647","7.3.1","host","USB","72","","0000f6fffdff0000","URB_INTERRUPT in"
"1567","2.065648","7.3.1","host","USB","72","","0000f7fffdff0000","URB_INTERRUPT in"
"1569","2.066648","7.3.1","host","USB","72","","0000faffffff0000","URB_INTERRUPT in"
"1571","2.067647","7.3.1","host","USB","72","","0000f6fffdff0000","URB_INTERRUPT in"
"1573","2.068648","7.3.1","host","USB","72","","0000eefffcff0000","URB_INTERRUPT in"
"1575","2.069647","7.3.1","host","USB","72","","0000f9fffeff0000","URB_INTERRUPT in"
"1577","2.070647","7.3.1","host","USB","72","","0000f5fffdff0000","URB_INTERRUPT in"
"1579","2.071647","7.3.1","host","USB","72","","0000f6fffeff0000","URB_INTERRUPT in"
"1581","2.072647","7.3.1","host","USB","72","","0000f6fffdff0000","URB_INTERRUPT in"
"1583","2.073648","7.3.1","host","USB","72","","0000fbffffff0000","URB_INTERRUPT in"
"1585","2.074647","7.3.1","host","USB","72","","0000f5fffeff0000","URB_INTERRUPT in"
"1587","2.075647","7.3.1","host","USB","72","","0000f5fffdff0000","URB_INTERRUPT in"
"1589","2.076647","7.3.1","host","USB","72","","0000f6fffeff0000","URB_INTERRUPT in"
"1591","2.077647","7.3.1","host","USB","72","","0000f0fffcff0000","URB_INTERRUPT in"
"1593","2.078647","7.3.1","host","USB","72","","0000f5fffeff0000","URB_INTERRUPT in"
"1595","2.079648","7.3.1","host","USB","72","","0000f6fffeff0000","URB_INTERRUPT in"
"1597","2.080647","7.3.1","host","USB","72","","0000f5fffeff0000","URB_INTERRUPT in"
"1599","2.081648","7.3.1","host","USB","72","","0000f0fffdff0000","URB_INTERRUPT in"
"1601","2.082648","7.3.1","host","USB","72","","0000f5fffdff0000","URB_INTERRUPT in"
"1603","2.083647","7.3.1","host","USB","72","","0000f6ffffff0000","URB_INTERRUPT in"
"1605","2.084647","7.3.1","host","USB","72","","0000f4fffdff0000","URB_INTERRUPT in"
"1607","2.085648","7.3.1","host","USB","72","","0000f1fffdff0000","URB_INTERRUPT in"
"1609","2.086648","7.3.1","host","USB","72","","0000f4fffeff0000","URB_INTERRUPT in"
"1611","2.087648","7.3.1","host","USB","72","","0000f7fffeff0000","URB_INTERRUPT in"
"1613","2.088648","7.3.1","host","USB","72","","0000f4fffeff0000","URB_INTERRUPT in"
"1615","2.089648","7.3.1","host","USB","72","","0000f1fffdff0000","URB_INTERRUPT in"
"1617","2.090648","7.3.1","host","USB","72","","0000f4fffeff0000","URB_INTERRUPT in"
"1619","2.091648","7.3.1","host","USB","72","","0000f6ffffff0000","URB_INTERRUPT in"
"1621","2.092649","7.3.1","host","USB","72","","0000f4fffdff0000","URB_INTERRUPT in"
"1623","2.093648","7.3.1","host","USB","72","","0000f1fffdff0000","URB_INTERRUPT in"
"1625","2.094649","7.3.1","host","USB","72","","0000f4fffeff0000","URB_INTERRUPT in"
"1627","2.095648","7.3.1","host","USB","72","","0000f6fffeff0000","URB_INTERRUPT in"
"1629","2.096650","7.3.1","host","USB","72","","0000f4fffeff0000","URB_INTERRUPT in"
"1631","2.097648","7.3.1","host","USB","72","","0000f1fffcff0000","URB_INTERRUPT in"
"1633","2.098648","7.3.1","host","USB","72","","0000f6fffeff0000","URB_INTERRUPT in"
"1635","2.099648","7.3.1","host","USB","72","","0000f5fffeff0000","URB_INTERRUPT in"
"1637","2.100648","7.3.1","host","USB","72","","0000f4fffdff0000","URB_INTERRUPT in"
"1639","2.101648","7.3.1","host","USB","72","","0000f2fffdff0000","URB_INTERRUPT in"
"1641","2.102648","7.3.1","host","USB","72","","0000f7ffffff0000","URB_INTERRUPT in"
"1643","2.103649","7.3.1","host","USB","72","","0000f2fffdff0000","URB_INTERRUPT in"
"1645","2.104648","7.3.1","host","USB","72","","0000f6fffdff0000","URB_INTERRUPT in"
"1647","2.105649","7.3.1","host","USB","72","","0000f4fffeff0000","URB_INTERRUPT in"
"1649","2.106648","7.3.1","host","USB","72","","0000f5fffdff0000","URB_INTERRUPT in"
"1651","2.107650","7.3.1","host","USB","72","","0000f2fffdff0000","URB_INTERRUPT in"
"1653","2.108650","7.3.1","host","USB","72","","0000f7fffeff0000","URB_INTERRUPT in"
"1655","2.109648","7.3.1","host","USB","72","","0000f2fffdff0000","URB_INTERRUPT in"
"1657","2.110648","7.3.1","host","USB","72","","0000f6fffeff0000","URB_INTERRUPT in"
"1659","2.111648","7.3.1","host","USB","72","","0000f4fffdff0000","URB_INTERRUPT in"
"1661","2.112648","7.3.1","host","USB","72","","0000f5fffeff0000","URB_INTERRUPT in"
"1663","2.113648","7.3.1","host","USB","72","","0000fbff00000000","URB_INTERRUPT in"
"1665","2.114648","7.3.1","host","USB","72","","0000f2fffdff0000","URB_INTERRUPT in"
"1667","2.115648","7.3.1","host","USB","72","","0000f5fffdff0000","URB_INTERRUPT in"
"1669","2.116648","7.3.1","host","USB","72","","0000faffffff0000","URB_INTERRUPT in"
"1671","2.117649","7.3.1","host","USB","72","","0000f0fffcff0000","URB_INTERRUPT in"
"1673","2.118649","7.3.1","host","USB","72","","0000f6fffeff0000","URB_INTERRUPT in"
"1675","2.119649","7.3.1","host","USB","72","","0000fbff00000000","URB_INTERRUPT in"
"1677","2.120648","7.3.1","host","USB","72","","0000f6fffdff0000","URB_INTERRUPT in"
"1679","2.121648","7.3.1","host","USB","72","","0000f1fffdff0000","URB_INTERRUPT in"
"1681","2.122649","7.3.1","host","USB","72","","0000f9ffffff0000","URB_INTERRUPT in"
"1683","2.123649","7.3.1","host","USB","72","","0000f7fffeff0000","URB_INTERRUPT in"
"1685","2.124651","7.3.1","host","USB","72","","0000faffffff0000","URB_INTERRUPT in"
"1687","2.125651","7.3.1","host","USB","72","","0000f1fffdff0000","URB_INTERRUPT in"
"1689","2.126649","7.3.1","host","USB","72","","0000f7fffeff0000","URB_INTERRUPT in"
"1691","2.127649","7.3.1","host","USB","72","","0000faffffff0000","URB_INTERRUPT in"
"1693","2.128649","7.3.1","host","USB","72","","0000f7fffeff0000","URB_INTERRUPT in"
"1695","2.129649","7.3.1","host","USB","72","","0000f7fffeff0000","URB_INTERRUPT in"
"1697","2.130649","7.3.1","host","USB","72","","0000f7fffeff0000","URB_INTERRUPT in"
"1699","2.131649","7.3.1","host","USB","72","","0000f8ffffff0000","URB_INTERRUPT in"
"1701","2.132650","7.3.1","host","USB","72","","0000f8fffeff0000","URB_INTERRUPT in"
"1703","2.133649","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"1705","2.134649","7.3.1","host","USB","72","","0000f8fffeff0000","URB_INTERRUPT in"
"1707","2.135649","7.3.1","host","USB","72","","0000f6fffeff0000","URB_INTERRUPT in"
"1709","2.136649","7.3.1","host","USB","72","","0000f9fffeff0000","URB_INTERRUPT in"
"1711","2.137649","7.3.1","host","USB","72","","0000f7ffffff0000","URB_INTERRUPT in"
"1713","2.138649","7.3.1","host","USB","72","","0000f9ffffff0000","URB_INTERRUPT in"
"1715","2.139649","7.3.1","host","USB","72","","0000faffffff0000","URB_INTERRUPT in"
"1717","2.140649","7.3.1","host","USB","72","","0000fbffffff0000","URB_INTERRUPT in"
"1719","2.141650","7.3.1","host","USB","72","","0000f9fffeff0000","URB_INTERRUPT in"
"1721","2.142649","7.3.1","host","USB","72","","0000faff00000000","URB_INTERRUPT in"
"1723","2.143650","7.3.1","host","USB","72","","0000fcffffff0000","URB_INTERRUPT in"
"1725","2.144649","7.3.1","host","USB","72","","0000faffffff0000","URB_INTERRUPT in"
"1727","2.145650","7.3.1","host","USB","72","","0000f7fffeff0000","URB_INTERRUPT in"
"1729","2.146650","7.3.1","host","USB","72","","0000faffffff0000","URB_INTERRUPT in"
"1731","2.147649","7.3.1","host","USB","72","","0000fbffffff0000","URB_INTERRUPT in"
"1733","2.148650","7.3.1","host","USB","72","","0000f9ffffff0000","URB_INTERRUPT in"
"1735","2.149650","7.3.1","host","USB","72","","0000fbff00000000","URB_INTERRUPT in"
"1737","2.150650","7.3.1","host","USB","72","","0000feffffff0000","URB_INTERRUPT in"
"1739","2.151649","7.3.1","host","USB","72","","0000fbffffff0000","URB_INTERRUPT in"
"1741","2.152650","7.3.1","host","USB","72","","0000fbffffff0000","URB_INTERRUPT in"
"1743","2.153649","7.3.1","host","USB","72","","0000fcff00000000","URB_INTERRUPT in"
"1745","2.154650","7.3.1","host","USB","72","","0000fbffffff0000","URB_INTERRUPT in"
"1747","2.155650","7.3.1","host","USB","72","","0000fcffffff0000","URB_INTERRUPT in"
"1749","2.156651","7.3.1","host","USB","72","","0000fbff00000000","URB_INTERRUPT in"
"1751","2.157652","7.3.1","host","USB","72","","0000fcffffff0000","URB_INTERRUPT in"
"1753","2.158650","7.3.1","host","USB","72","","0000fcff00000000","URB_INTERRUPT in"
"1755","2.159650","7.3.1","host","USB","72","","0000fdffffff0000","URB_INTERRUPT in"
"1757","2.160650","7.3.1","host","USB","72","","0000fcff00000000","URB_INTERRUPT in"
"1759","2.161650","7.3.1","host","USB","72","","0000fdffffff0000","URB_INTERRUPT in"
"1761","2.162650","7.3.1","host","USB","72","","0000fcff00000000","URB_INTERRUPT in"
"1763","2.163650","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"1765","2.164650","7.3.1","host","USB","72","","0000fcffffff0000","URB_INTERRUPT in"
"1767","2.165650","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"1769","2.166651","7.3.1","host","USB","72","","0000feffffff0000","URB_INTERRUPT in"
"1771","2.167650","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"1773","2.168650","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"1775","2.169650","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1777","2.170650","7.3.1","host","USB","72","","0000feffffff0000","URB_INTERRUPT in"
"1779","2.171650","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1781","2.172651","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1783","2.173650","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1785","2.174650","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1787","2.175650","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1789","2.176650","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1791","2.177650","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1793","2.178651","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1795","2.179650","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1797","2.180651","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1799","2.181650","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1801","2.182650","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1803","2.184650","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1805","2.185651","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1807","2.187651","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1809","2.188651","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1811","2.189651","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1813","2.190651","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1815","2.192651","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1817","2.193651","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1819","2.194651","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1821","2.197651","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1823","2.198651","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1825","2.199652","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1827","2.203652","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1829","2.204652","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1831","2.206652","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1833","2.210652","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1835","2.213652","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1837","2.214652","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1839","2.219652","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1841","2.222653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1843","2.224654","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1845","2.228654","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"1847","2.231653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1849","2.233653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1851","2.235653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1853","2.237653","7.3.1","host","USB","72","","0000000001000000","URB_INTERRUPT in"
"1855","2.238653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1857","2.240653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1859","2.241653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1861","2.244653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1863","2.245653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1865","2.246653","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"1867","2.248653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1869","2.249653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1871","2.250653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1873","2.251653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1875","2.253653","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"1877","2.254653","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1879","2.256655","7.3.1","host","USB","72","","0000feff01000000","URB_INTERRUPT in"
"1881","2.257655","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1883","2.258653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1885","2.259653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1887","2.260653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1889","2.261654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1891","2.262653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1893","2.263653","7.3.1","host","USB","72","","0000ffff01000000","URB_INTERRUPT in"
"1895","2.264653","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1897","2.265653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1899","2.266654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1901","2.267653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1903","2.268653","7.3.1","host","USB","72","","0000feff01000000","URB_INTERRUPT in"
"1905","2.269653","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1907","2.270653","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1909","2.271654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1911","2.272653","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1913","2.273654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1915","2.274654","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1917","2.275654","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"1919","2.276654","7.3.1","host","USB","72","","0000feff01000000","URB_INTERRUPT in"
"1921","2.277654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1923","2.278654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1925","2.279654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1927","2.280654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1929","2.281654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1931","2.282654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1933","2.283654","7.3.1","host","USB","72","","0000feff01000000","URB_INTERRUPT in"
"1935","2.284654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1937","2.285654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1939","2.286654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1941","2.287654","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"1943","2.288654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1945","2.289655","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1947","2.290654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1949","2.291654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1951","2.292656","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1953","2.293655","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1955","2.294654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1957","2.295654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1959","2.296654","7.3.1","host","USB","72","","0000feff01000000","URB_INTERRUPT in"
"1961","2.297655","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"1963","2.298654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1965","2.299654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1967","2.300654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1969","2.301655","7.3.1","host","USB","72","","0000fdff00000000","URB_INTERRUPT in"
"1971","2.302655","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1973","2.303655","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1975","2.304655","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1977","2.305655","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1979","2.306655","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1981","2.307655","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1983","2.308655","7.3.1","host","USB","72","","0000ffff00000000","URB_INTERRUPT in"
"1985","2.309654","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
"1987","2.310655","7.3.1","host","USB","72","","0000feff00000000","URB_INTERRUPT in"
